,Unnamed: 0,Name,Url,Intelligence,Strength,Speed,Durability,Power,Combat,Full name,Alter Egos,Aliases,Place of birth,First appearance,Creator,Alignment,Gender,Race,Height,Weight,Eye color,Hair color,Occupation,Base,Team Affiliation,Relatives,Skin color,Total Power
377,377,Jyn Erso,/jyn-erso/10-10562/,70.0,40.0,50.0,50.0,55.0,85.0,-,No alter egos found.,-,-,Star Wars : Rogue One (2016),George Lucas,good,Female,Human,- // 0 cm,- lb // 0 kg,Green,Brown,-,-,Rogue One,-,,350.0
378,378,K-2SO,/k-2so/10-10643/,,,,,,,-,No alter egos found.,"Kaytoo Esso, Kay-Tuesso",Galactic Empire,Rogue One: A Star Wars Story (2016),George Lucas,good,Male,Android,7'0 // 213 cm,- lb // 0 kg,White,No Hair,-,-,Rogue One,-,Gray,0.0
379,379,Kang,/kang/10-1053/,100.0,50.0,60.0,70.0,100.0,70.0,Nathaniel Richards,"Immortus, Iron Lad","Blue Man, Victor Timely, Blue Totem, Scarlet Centurion, Rama-Tut, King of Kings, Master of Men, Lord of the Seven Suns","Other Earth, 31st century",(As Rama-Tut) Fantastic Four #19 (1963); (as Kang) Avengers #8 (1964),Marvel Comics,bad,Male,-,6'3 // 191 cm,230 lb // 104 kg,Brown,Brown,-,-,No team connections added yet.,"Cassandra Richards, their unnamed son, and matriarch of the Eyriennes; Tara Richards, Reed Richards ( Mister Fantastic ), Franklin Richards, Valeria Richards (all ancestors); various Eyriennes (common ancestry); Victor Von Doom (Doctor Doom, alleged ancestor); Ramades (son), Marcus Kang I-XXIII (sons, deceased); Immortus, Iron Lad, and numerous other alternate dimensional counterparts and their offspring",,450.0
380,380,Karate Kid,/karate-kid/10-721/,85.0,65.0,70.0,20.0,50.0,100.0,-,No alter egos found.,"Wes Holloway, Trident, Wes Holloway",Orando,Adventure Comics #346,DC Comics,good,Male,Human,5'8 // 173 cm,160 lb // 72 kg,Brown,Brown,-,-,Legion of Super-Heroes,"Kirau Nezumi (father), Valentina Armorr (mother), Sensei (adoptive father), Projectra (wife)",,390.0
381,381,Kathryn Janeway,/kathryn-janeway/10-10581/,90.0,10.0,25.0,25.0,25.0,50.0,Kathryn M. Janeway,No alter egos found.,-,"Bloomington, Indiana, Earth",-,Star Trek,good,Female,Human,- // 0 cm,- lb // 0 kg,-,-,Fleet Commander,-,"Federation, Starfleet","Edward Janeway (father), Gretchen Janeway (mother)",,225.0
382,382,Katniss Everdeen,/katniss-everdeen/10-10484/,80.0,10.0,25.0,25.0,25.0,55.0,-,No alter egos found.,-,-,-,,good,Female,Human,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,220.0
383,383,Kevin 11,/kevin-11/10-1408/,65.0,10.0,15.0,15.0,100.0,40.0,Kevin Ethan Levin,No alter egos found.,"Kevin 11,000, Curtis, Osmosian, Kev, Kevin Ethan, Levin, Ultimate Kevin, Doofus, An Empty Shell, Kevin E. Levin",-,Ben 10 S01,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,-,Black,-,-,No team connections added yet.,"Mrs. Levin (mother), Devlin Levin (alternate future son), Ben Tennyson (Ben 10, best friend), Harvey Hackett (Stepfather), Gwen Tennyson(girlfriend)",,245.0
384,384,Kick-Ass,/kick-ass/10-1158/,75.0,10.0,25.0,35.0,25.0,60.0,Dave Lizewski,No alter egos found.,Kickass,New York City,Kick Ass #1,Icon Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,Student,-,No team connections added yet.,"Mother (unnamed, deceased), Father (unnamed)",,230.0
385,385,Kid Flash,/kid-flash/10-722/,65.0,5.0,95.0,45.0,20.0,30.0,Wallace Rudolph West,No alter egos found.,Kid Lantern,"Blue Valley, Nebraska","Flash #110 (January, 1960)",DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Green,Red,-,-,"Flash Family, Justice Legion Alpha, Formerly: Black Lantern Corps, Teen Titans West","Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (uncle), Linda Park West (wife), Jai and Iris West (twin children)",,260.0
386,386,Kid Flash II,/kid-flash-ii/10-894/,70.0,45.0,100.0,65.0,80.0,65.0,Bartholomew Allen II,"Flash IV, Impulse",-,-,-,DC Comics,good,Male,-,- // 0 cm,- lb // 0 kg,-,-,-,-,"Flash Family, New Teen Titans",-,,425.0
387,387,Killer Croc,/killer-croc/10-723/,65.0,55.0,35.0,90.0,55.0,60.0,Waylon Jones,Killer Croc (DCEU),-,-,"Batman #357 (March, 1983)",DC Comics,bad,Male,Metahuman,8'0 // 244 cm,790 lb // 356 kg,Red,No Hair,-,Gotham City,"Secret Society of Super-Villains, Living Assault Weapons, Minutemen, Super Buddies, Suicide Squad, Formerly: The Society",-,Green,360.0
388,388,Killer Frost,/killer-frost/10-10508/,95.0,10.0,15.0,35.0,60.0,30.0,-,Killer Frost (CW),-,-,Fury of Firestorm: The Nuclear Men #19,DC Comics,bad,Female,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,Scientist,Pittsburgh,"Justice Legion Alpha, Minutemen, Justice League of America, Formerly: Suicide Squad, The Society",-,Blue,245.0
389,389,Kilowog,/kilowog/10-1428/,95.0,90.0,55.0,45.0,100.0,80.0,-,No alter egos found.,"Kilo Wog, Green Lantern 674.1, Dark Lantern, The Green Lantern drill sergeant, ""Poozer"", Lantern",Bolovax Vik,"Green Lantern Corps #201 (June, 1986)",DC Comics,good,Male,Bolovaxian,7'8 // 234 cm,720 lb // 324 kg,Red,No Hair,-,"Oa, formerly Earth, Bolovax Vik",Green Lantern Corps,-,Pink,465.0
390,390,King Kong,/king-kong/10-10591/,80.0,100.0,75.0,75.0,50.0,75.0,-,No alter egos found.,"the 8th Wonder of the World, King of Skull Island",Skull Island,King Kong (1933),,good,Male,Animal,100'0 // 30.5 meters,"20000000 lb // 9,000 tons",Yellow,Black,-,Skull Island,No team connections added yet.,-,,455.0
391,391,King Shark,/king-shark/10-10512/,80.0,90.0,50.0,90.0,90.0,40.0,-,No alter egos found.,-,-,Superboy Vol 4 #0,DC Comics,bad,Male,Animal,- // 0 cm,- lb // 0 kg,Black,No Hair,Professional Criminal,"Honolulu, Hawaii","Living Assault Weapons, Minutemen, Formerly: Secret Society of Super-Villains, Suicide Squad, Secret Six",-,,440.0
392,392,Kingpin,/kingpin/10-623/,90.0,20.0,25.0,40.0,15.0,70.0,Wilson Grant Fisk,Kingpin (MCU),"The Brain Washer, Harold Howard, Wilbur",New York City area,"Amazing Spider-Man #50 (July, 1967)",Marvel Comics,bad,Male,Human,6'7 // 201 cm,450 lb // 203 kg,Blue,No Hair,"Criminal organizer and mastermind, president and owner of legitimate businesses","A penthouse in New York City; formerly Fisk Tower in New York City, a mansion in Westchester County, Las Vegas.","Assassin's Guild (Leader), The Hand (Leader), Superiour Six (Leader), Sinister Seven (Leader), Secret Empire (Leader)","Anatoly Fyskov (ancestor); Vanessa Fisk (wife, deceased); Rose (Richard Fisk) (son, deceased);",,260.0
393,393,Klaw,/klaw/10-1539/,85.0,40.0,35.0,100.0,65.0,60.0,Ulysses Klaw,No alter egos found.,-,"Vlaardingen, Netherlands","Fantastic Four #53 (August, 1966)",Marvel Comics,bad,Male,Human,6'2 // 188 cm,216 lb // 97 kg,Red,No Hair,"Criminal, former Scientist",-,"Masters of Evil, Formerly: Frightful Four",-,Red,385.0
394,394,Kratos,/kratos/10-11196/,80.0,95.0,65.0,95.0,100.0,100.0,-,No alter egos found.,"The Ghost of Sparta, The God of War, Champion of Ares, Cratos",-,God of War (2005 video game),Wildstorm,good,Male,Demi-God,6'6 // 198 cm,240 lb // 108 kg,-,-,-,-,No team connections added yet.,-,,535.0
395,395,Kraven II,/kraven-ii/10-1034/,80.0,35.0,25.0,30.0,45.0,85.0,Alyosha Kravinoff,No alter egos found.,-,-,Spectacular Spider-Man #243 (1997),Marvel Comics,bad,Male,Human,6'3 // 191 cm,220 lb // 99 kg,Brown,Black,-,-,No team connections added yet.,"Sergei Kravinoff (Kraven the Hunter, father, deceased), unidentified mother, Vladimir Kravinoff (Grim Hunter, half-brother, deceased), Nedrocci Tannengarden (half-brother, deceased), Dmitri Smerdyakov",,300.0
396,396,Kraven the Hunter,/kraven-the-hunter/10-1033/,85.0,35.0,35.0,45.0,25.0,85.0,Sergei Kravinoff,No alter egos found.,"Kraven the Hunter, World's Greatest Hunter, the Grim Hunter","Volgograd (formerly Stalingrad), Russia",The Amazing Spider-Man #15 (1964),Marvel Comics,bad,Male,Human,6'0 // 183 cm,235 lb // 106 kg,Brown,Black,"Professional game hunter, mercenary",-,"The FIRM, X-Terminators, A.R.M.O.R., Secret Empire, Sinister Six","Nikolai & Anna Makarova Kravinoff (parents, deceased), Dmitri Smerdyakov (Chameleon, half-brother), Vladimir Kravinoff (Grim Hunter, son, deceased), Aloysha ""Al"" Kravinoff (Kraven II, son), Ned Tannengarden (son, deceased)",,310.0
397,397,Krypto,/krypto/10-725/,55.0,80.0,100.0,90.0,85.0,40.0,Krypto the Superdog,No alter egos found.,-,-,"Adventure Comics #210 (March, 1955)",DC Comics,good,Male,Kryptonian,0'25 // 64 cm,40 lb // 18 kg,Blue,White,-,"Smallville, Kansas",No team connections added yet.,-,,450.0
398,398,Kylo Ren,/kylo-ren/10-10559/,80.0,45.0,35.0,30.0,100.0,70.0,-,No alter egos found.,-,-,Star Wars: Episode VII - The Force Awakens (2015),George Lucas,bad,Male,Human,- // 0 cm,- lb // 0 kg,-,-,-,-,Formerly: Jedi Order,"Han Solo (Father), Princess Leia (Mother), Luke Skywalker (Uncle)",,360.0
399,399,Lady Bullseye,/lady-bullseye/10-1170/,90.0,75.0,80.0,80.0,75.0,100.0,-,No alter egos found.,-,-,-,Marvel Comics,bad,Female,-,- // 0 cm,- lb // 0 kg,-,Black,-,-,No team connections added yet.,-,,500.0
400,400,Lady Deathstrike,/lady-deathstrike/10-810/,85.0,30.0,45.0,85.0,50.0,90.0,Yuriko Oyama,No alter egos found.,Ana Cortes,"Osaka, Japan",Alpha Flight Vol. 1 #33 (1985),Marvel Comics,bad,Female,Cyborg,5'9 // 175 cm,128 lb // 58 kg,Brown,Black,-,-,The Hand,"Kenji Oyama (Lord Dark Wind, father, deceased), two unnamed brothers (deceased)",,385.0
401,401,Leader,/leader/10-885/,100.0,10.0,15.0,15.0,60.0,45.0,Samuel Sterns,No alter egos found.,-,"Boise, Idaho",-,Marvel Comics,bad,Male,-,5'10 // 178 cm,140 lb // 63 kg,Green,No Hair,-,-,Superiour Six (Leader),-,,245.0
402,402,Leech,/leech/10-834/,65.0,5.0,15.0,15.0,65.0,15.0,-,No alter egos found.,-,-,Uncanny X-Men #179,Marvel Comics,good,Male,-,- // 0 cm,- lb // 0 kg,-,-,"Survivor, former student",-,"Future Foundation, Formerly: X-Factor, Generation X, X-Men","Annalee (foster mother, deceased)",,180.0
403,403,Legion,/legion/10-10651/,80.0,100.0,45.0,30.0,100.0,75.0,David Charles Haller,No alter egos found.,"Jack Wayne, Cyndi, Jemail Karami, Daniel Lucas Haller, Daniel Haller, Rodney, Ian, Lucas, Fanya, Boris, Zachary, Sylvester, God-Mutant",Israel,"New Mutants #25 (March, 1985)",Marvel Comics,good,Male,Mutant,5'9 // 175 cm,130 lb // 59 kg,Green / Blue,Black,"Adventurer, Student","formerly Ruth Aldine's mind, Utopia, San Francisco Bay, California; Westcliffe, Colorado; ""No-Time""; Moira MacTaggart's Mutant Research Center, Muir Island, off the coast of Scotland; Haifa; Paris, France","Formerly: X-Men, Muir Island X-Men","Charles Graymalkin (paternal collateral ancestor), Marcia Graymalkin (paternal collateral ancestor), Jonas Graymalkin (paternal collateral ancestor), Brian Xavier (paternal grandfather), Sharon Xavier (paternal grandmother), Kurt Marko (paternal step-grandfather), Cain Marko (paternal step-uncle), Cassandra Nova Xavier (paternal aunt), Charles Xavier (father), Gabrielle Haller (mother), Daniel Shomron (stepfather), Xavier Family (paternal relatives), Ruth Aldine (lover/current body)",,430.0
404,404,Leonardo,/leonardo/10-10327/,90.0,20.0,50.0,65.0,60.0,80.0,-,No alter egos found.,"Leo, Ghost of the Jungle, Splinter Jr.",-,Teenage Mutant Ninja Turtles #1,IDW Publishing,good,Male,Mutant,- // 0 cm,- lb // 0 kg,Blue,No Hair,Ninja,"New York, New York",Teenage Mutant Ninja Turtles (Leader),"Donatello (brother), Michelangelo (brother), Raphael (brother)",Green,365.0
405,405,Lex Luthor,/lex-luthor/10-727/,100.0,55.0,25.0,65.0,70.0,70.0,Alexander 'Lex' Joseph Luthor,No alter egos found.,-,-,Action Comics #23,DC Comics,bad,Male,Human,6'2' // 188 cm,210 lb // 95 kg,Green,No Hair,Owner of LexCorp,-,"The Society (Leader), Formerly: Justice League of America, Secret Six","Casey and Elaine Griggs (foster parents, deceased),
Lena Luthor (sister pre-Crisis; daughter post-Crisis),
Elizabeth Perske (ex-wife),
Perry J. White Jr. (son, deceased),
Contessa Erica Alexandra del Portenza (wife, assumed deceased)",,385.0
406,406,Light Lass,/light-lass/10-1178/,75.0,10.0,35.0,30.0,70.0,45.0,Ayla Ranzz,No alter egos found.,-,-,Teen Titans/Legion Special #1,DC Comics,good,Female,-,5'5 // 165 cm,120 lb // 54 kg,Blue,Red,-,United Planets,Legion of Super-Heroes,"Unnamd parents, Garth Ranzz (Lightning Lad, twin brother); Mekt Ranzz (older brother)",,265.0
407,407,Lightning Lad,/lightning-lad/10-1177/,75.0,10.0,25.0,30.0,60.0,45.0,Garth Ranzz,No alter egos found.,"Lightning Boy, Live Wire",-,Teen Titans/Legion Special #1,DC Comics,good,Male,-,5'1 // 155 cm,145 lb // 65 kg,Blue,Red,Legionnaire,"Earth, 31st century",Legion of Super-Heroes,-,,245.0
408,408,Lightning Lord,/lightning-lord/10-1179/,75.0,10.0,25.0,45.0,70.0,45.0,Mekt Ranzz,No alter egos found.,-,-,Supergirl and the Legion of Super-Heroes #25 (Feb. 2007),DC Comics,bad,Male,-,6'3 // 191 cm,210 lb // 95 kg,Blue,Red,-,-,No team connections added yet.,-,,270.0
409,409,Living Brain,/living-brain/10-1037/,90.0,55.0,35.0,60.0,35.0,30.0,-,No alter egos found.,-,-,Amazing Spider-Man #8 (1964),Marvel Comics,bad,-,-,6'6 // 198 cm,800 lb // 360 kg,Yellow,-,Robot,-,No team connections added yet.,-,,305.0
410,410,Living Tribunal,/living-tribunal/10-10523/,100.0,100.0,100.0,100.0,100.0,30.0,-,No alter egos found.,"Living Trinity, Magistrate, High Judge of The Multiverse, Sir",-,Strange Tales #157,Marvel Comics,neutral,-,Cosmic Entity,- // 0 cm,- lb // 0 kg,Blue,No Hair,-,-,No team connections added yet.,One-Above-All (creator),Gold,530.0
411,411,Liz Sherman,/liz-sherman/10-868/,55.0,35.0,30.0,45.0,75.0,50.0,Elizabeth Anne Sherman,No alter egos found.,-,-,-,Dark Horse Comics,good,Female,-,- // 0 cm,- lb // 0 kg,-,-,-,-,Bureau for Paranormal Research and Defense,-,,290.0
412,412,Lizard,/lizard/10-11/,80.0,55.0,60.0,70.0,80.0,60.0,Curtis Connors,The Lizard (SONY),-,"Coral Gables, Florida",Amazing Spider-Man #6,Marvel Comics,bad,Male,Human,6'8 // 203 cm,510 lb // 230 kg,Red,No Hair,Research biologist,Florida,"The FIRM, Secret Empire, Formerly: Sinister Twelve","Martha (wife, deceased), Billy (son), unnamed sister",,405.0
413,413,Lobo,/lobo/10-1127/,100.0,100.0,55.0,100.0,100.0,85.0,-,No alter egos found.,"The Main Man, The 'Bo, Master Frag, Mister Machete, Popebo; He-Who-Devours-Your-Entrails-And-Thoroughly-Enjoys-It",-,Omega Men # 3,DC Comics,neutral,Male,Czarnian,7'6 // 229 cm,640 lb // 288 kg,Red,Black,"Assassin, Bounty Hunter, Priest",Mobile throughout several galaxies,"Justice League Elite, Justice League of America, Formerly: LEGION, First Celestial Church of the Triple Fish-God, Red Lantern Corps",Slobo (clone),Blue-White,540.0
414,414,Loki,/loki/10-928/,95.0,65.0,50.0,85.0,100.0,60.0,Loki Laufeyson,"Loki (MCU), Loki (Sorceror Supreme), Worthy Loki","God of Mischief, Gem-Keeper, Walter Lawson, Lester, Loren Olsen, Tyfon, Father Williams, Willie, Tso Zhung; has also impersonated hundreds of others.","Jotunheim, Asgard",Journey into Mystery Vol. 1 #85,Marvel Comics,bad,Male,Asgardian,6'4 // 193 cm,525 lb // 236 kg,Green,Black,God of evil; former god of mischief and madness,Asgard,"Thor Corps, Formerly: S.H.I.E.L.D., Masters of Evil","Laufey (father, deceased), Farbauti (mother, deceased), Sigyn (wife, deceased), Odin (foster father, deceased), Frigga (foster mother, deceased), Thor, Vidar (foster brothers, deceased), Hela,Fenris (Wolf), Jordmungand (Midgard Serpent) (children, deceased), Arkin (cousin, deceased)",,455.0
415,415,Longshot,/longshot/10-1531/,80.0,10.0,30.0,10.0,75.0,70.0,-,No alter egos found.,"The Lost Messiah, The Lucky One",-,"Longshot #1 (September, 1985)",Marvel Comics,good,Male,Human,6'2 // 188 cm,80 lb // 36 kg,Blue,Blond,"freedom fighter, stuntman rebel, adventurer","X-Factor Investigations Headquarters, New York City, New York; formerly Detroit, Michigan; mobile; Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York; Mojoverse; Cooterman's Creek, Australian Outback, Australia; Alcatraz I",Formerly: X-Men,"Arize (creator), Alison Blaire (Dazzler) (wife), Gaveedra Seven (Shatterstar) (alleged son)",,275.0
416,416,Lucifer Morningstar,/lucifer-morningstar/10-10807/,100.0,100.0,85.0,100.0,100.0,95.0,-,Samael,"Lightbringer, The Mocker, Prince of Darkness, Lord of Hell, Agent of Heaven, Sunlighter, Dread Lord, Mister Lux, Prince of the East Atse'Hashke, Shepherd of Suns, Great Prince, The Adversary, The Devil, Satan",-,"Sandman Vol 2 #4 (April, 1989)",DC Comics,neutral,Male,God / Eternal,5'10 // 178 cm,175 lb // 79 kg,Amber,Blond,-,-,The Presence,-,,580.0
417,417,Luke Cage,/luke-cage/10-269/,80.0,65.0,30.0,95.0,45.0,70.0,Luke Cage,"Luke Cage (MCU), Power Man","Carl Lucas, Power Man, Mark Lucas, Hero for Hire, Ace of Spades","Harlem, New York City",Hero for Hire #1 (1972),Marvel Comics,good,Male,Human,6'6 // 198 cm,425 lb // 191 kg,Brown,Black,"Adventurer, bar owner, bodyguard, mercenary; formerly theater owner, private investigator, various odd jobs",-,"Mighty Avengers (Leader), Defenders, Secret Defenders, Marvel Knights, Weapon X, The Six, Heroes For Hire, Formerly: Avengers, Thunderbolts","Jessica Jones (wife), James Leonard Lucas (father), Esther (mother, deceased), James Jr. (Coldfire, brother), unnamed daughter",,385.0
418,418,Luke Campbell,/luke-campbell/10-1311/,,,,,,,Luke Campbell,No alter egos found.,-,-,-,NBC - Heroes,bad,Male,-,- // 0 cm,- lb // 0 kg,-,-,-,"Newark, NJ",No team connections added yet.,"Unnamed father (estranged), Mary Campbell",,0.0
419,419,Luke Skywalker,/luke-skywalker/10-10447/,85.0,40.0,45.0,25.0,100.0,100.0,Luke Skywalker,"Grand Master Skywalker, Luke Skywalker (Dark Empire)","General Skywalker, Master Luke, Jedi",Tatooine,Star Wars: Episode IV - A New Hope (1977),George Lucas,good,Male,Human,5'6 // 168 cm,170 lb // 77 kg,Blue,Blond,-,-,"Jedi Order (Leader), Jedi Council","Darth Vader (father), Princes Leia (Sister), Yoda (Master), Obi-Wan Kenobi (Master)",,395.0
420,420,Luna,/luna/10-933/,75.0,10.0,85.0,15.0,55.0,15.0,Luna Maximoff,No alter egos found.,-,"Attilan, Blue Area of the Moon",-,Marvel Comics,good,Female,Human,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,"Quicksilver (Pietro Maximoff, father), Magneto (grandfather), Crystal (mother), Scarlet Witch, (aunt), Polaris (aunt)",,255.0
421,421,Lyja,/lyja/10-1017/,70.0,65.0,50.0,60.0,85.0,85.0,Lyja,No alter egos found.,"Alicia Masters, Lyja The Lazerfist, Laura Green",-,"Fantastic Four #265 (as Alicia), Fantastic Four #357 (as Lyja)",Marvel Comics,good,Female,-,- // 0 cm,- lb // 0 kg,Green,Green,Former Skrull Liason Officer,-,No team connections added yet.,"Johnny Storm - Human Torch (ex-husband), Susan Storm - Invisible Woman (ex-sister-in-law)",,415.0
422,422,Mach-IV,/mach-iv/10-370/,90.0,40.0,60.0,85.0,60.0,60.0,Abner Jenkins,No alter egos found.,"Beetle, MACH-I, MACH-II, MACH-III, Matthew","Baltimore, Maryland",(Beetle) Strange Tales #123 (1964); (MACH-I) Incredible Hulk #449 (1997); (MACH-II) Thunderbolts #37 (2000); (MACH-III) Thunderbolts #57 (2001); (MACH-IV) New Thunderbolts #1 (2005),Marvel Comics,bad,Male,-,5'11 // 180 cm,175 lb // 79 kg,Brown,Brown,"Adventurer; former master mechanic, professional criminal, mercenary",-,Thunderbolts,-,,395.0
423,423,Machine Man,/machine-man/10-90/,85.0,35.0,35.0,85.0,55.0,65.0,"X-51, Aaron Stack",No alter egos found.,"Sir McHinery, Mister Machine.Machine Man","Central City, California",First appearance unknown,Marvel Comics,good,-,-,6' // 183 cm,850 lb // 383 kg,Red,Black,Insurance Investigator,"Garvin's Garage, Queens, New York","Avengers West Coast, Wrecking Crew, Formerly: Nextwave","Dr. Able Stack, 'father'",,360.0
424,424,Mad Max,/mad-max/10-12473/,,,,,,,-,No alter egos found.,The Road Warrior,-,-,,good,Male,-,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,0.0
425,425,Magneto,/magneto/10-12/,95.0,80.0,30.0,85.0,95.0,80.0,Erik Magnus Lensherr,No alter egos found.,"The Creator, Erik Magnus Lehnsherr, Michael Xavier, White Pilgrim, Erik the RedThe Master of Magnetism","Unrevealed, probably somewhere in Northern Europe",X-MEN Vol. 1 #1,Marvel Comics,bad,Male,Mutant,6'2 // 188 cm,190 lb // 86 kg,Grey,White,"Currently Revolutionary and Conqueror, formerly Volunteer Orderly, Secret Agent","Currently unrevealed, formerly Asteroid M; various hidden bases on Earth including one in Antarctica; an island in the Bermuda Triangle; Professor Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","Brotherhood of Evil Mutants (Leader), Brotherhood of Mutants (Leader), Hellfire Club, Formerly: X-Men","Magda (wife, deceased), Anya (daughter, deceased), Pietro Maximoff (Quicksilver, son), Wanda Maximoff (Scarlet Witch, daughter), Lorna Dane (Polaris, daughter), Joseph (clone, deceased), Luna (granddaughter)",,465.0
426,426,Magog,/magog/10-1324/,80.0,50.0,25.0,65.0,70.0,75.0,David Reid,No alter egos found.,-,-,-,DC Comics,good,Male,-,- // 0 cm,- lb // 0 kg,Blue,Blond,-,-,No team connections added yet.,"Franklin Delano Roosevelt (great-grandfather, deceased)",,365.0
427,427,Magus,/magus/10-1297/,95.0,100.0,70.0,100.0,100.0,75.0,-,No alter egos found.,Warlock's Father,Kvch (Technarchy�s home planet),New Mutants #18 (1984),Marvel Comics,bad,Male,-,6'0 // 183 cm,- lb // 0 kg,Black,-,Ruler of the Technarchy,-,No team connections added yet.,"Warlock (son, deceased)",,540.0
428,428,Man of Miracles,/man-of-miracles/10-10889/,100.0,100.0,100.0,100.0,100.0,100.0,-,No alter egos found.,Mother Of Existence,-,Spawn #75,Image Comics,-,-,God / Eternal,- // 0 cm,- lb // 0 kg,Blue,Silver,-,-,No team connections added yet.,-,,600.0
429,429,Man-Bat,/man-bat/10-731/,75.0,20.0,50.0,70.0,35.0,30.0,Robert Kirkland Langstrom,No alter egos found.,Kirk Langstrom,"Chicago, Illinois","Detective Comics #400 (June, 1970)",DC Comics,neutral,Male,Human,- // 0 cm,- lb // 0 kg,Brown,Brown,Zoologist,Gotham City,Formerly: The Society,"Francine Langstrom (wife), Rebecca Elizabeth Langtrom (daughter); Aaron Langstrom (son); Britt Langstrom (sister); Ted Friedel (brother-in-law)",,280.0
430,430,Man-Thing,/man-thing/10-382/,80.0,35.0,10.0,100.0,100.0,40.0,Dr. Theodore Sallis,No alter egos found.,the Vagornus Koth; the Swamp Walker; Mr. Salad; Walking Mulch Heap,-,"Savage Tales #1 (May, 1971)",Marvel Comics,good,Male,-,7'0 // 213 cm,500 lb // 225 kg,Red,No Hair,-,"Man-Thing's Swamp, Citrusville, Florida","Midnight Sons, A.R.M.O.R., Formerly: Thunderbolts",Ellen Brandt (ex-wife) Job Burke (son),Green,365.0
431,431,Man-Wolf,/man-wolf/10-91/,85.0,45.0,35.0,45.0,45.0,70.0,John Jameson,No alter egos found.,"Stargod, Vanwolf, Skywolf","New York, New York","AMAZING SPIDER-MAN #1, (as Man-Wolf) AMAZING SPIDER-MAN #124",Marvel Comics,good,Male,-,6'2' // 188 cm,200 lb // 90 kg,Brown,Auburn,"Employed by Dept. of Social Services, Queens; former astronaut, test pilot, security chief for Ravenscroft Institute",Queens,No team connections added yet.,"J. Jonah (father), Joan (mother, deceased), Marla Madison (stepmother), David (paternal grandfather, presumed deceased), Betty (paternal grandmother, presumed deceased)",,325.0
432,432,Mandarin,/mandarin/10-1175/,100.0,30.0,25.0,30.0,100.0,95.0,Khan,No alter egos found.,"Tem Borjigin, Gene Kahn, Master Khan, Zhang Tong, Mandy",China,"Tales of Suspense #50 (February, 1964)",Marvel Comics,bad,Male,Human,6'2 // 188 cm,215 lb // 97 kg,Blue,White,"Would-be conqueror; former janitor, businessman and crimelord, government administrator",Prometheus Corporation; formerly Dragon of Heaven; Palace of the Star Dragon in the Valley of Spirits.,"New Enforcers (Leader), National Force (Leader), Secret Empire (Leader)","Unidentified father, mother, paternal aunt (all deceased). Mei-Ling (fianc�e, deceased), Temujin (son), Genghis Khan (alleged ancestor, deceased)",,380.0
433,433,Mantis,/mantis/10-384/,85.0,10.0,35.0,80.0,100.0,80.0,-,No alter egos found.,"Celestial Madonna, Willow, Lorelei, Mandy Celestine, This One (in referring to herself)",Vietnam,Avengers #112,Marvel Comics,good,Female,Human-Kree,5'6 // 168 cm,115 lb // 52 kg,Green,Black,"Celestial Madonna, former adventuress, former bar-maid/prostitute/exotic dancer",Mobile,"Formerly: Guardians of the Galaxy, Avengers, Avengers, Avengers West Coast","Libra (Gustav Brandt) (father), Lau Brandt (mother), Cotati possessing Jacques Duquesne (husband), Quoi (son)",Green,390.0
434,434,Martian Manhunter,/martian-manhunter/10-733/,100.0,95.0,95.0,100.0,100.0,85.0,J'onn J'onzz,No alter egos found.,"ohn Jones; J'Onn J'Onzz (alternate spelling); Big Green Buddy; J.J.; Jolly Green Giant; Light to the Light; Manhunter; Manhunter from Mars; Son of Mars; Bronze Wraith, Bloodwynd, many others",-,Detective Comics #225 (1955),DC Comics,good,Male,Martian,6'7 // 201 cm,300 lb // 135 kg,Red,No Hair,-,-,"Justice Legion Alpha, Justice League, Formerly: Black Lantern Corps, Justice League of America","M'yrnn J'onzz (father, deceased); Sha'sheen J'onzz (mother, deceased); M'yri'ah (wife, deceased); K'hym (daughter, deceased); Ma'alefa'ak (twin brother); D'all (father-in-law, deceased); J'ahrl J'onzz (ancestor, deceased)",Green,575.0
